text,label,label_id,text_preprocessed,tokens,stems
"teman-teman , mending pilpres 2019 jangan pilih pak jokowi lagi . kerja nya tidak becus .",negative,0,teman teman mending pilpres 2019 jangan pilih pak jokowi kerja nya becus,"['teman', 'teman', 'mending', 'pilpres', '2019', 'jangan', 'pilih', 'pak', 'jokowi', 'kerja', 'nya', 'becus']","['teman', 'teman', 'mending', 'pilpres', '2019', 'jangan', 'pilih', 'pak', 'jokowi', 'kerja', 'nya', 'becus']"
hong kong dan tiongkok bersiap hadapi topan mangkhut,neutral,1,hong kong tiongkok bersiap hadapi topan mangkhut,"['hong', 'kong', 'tiongkok', 'bersiap', 'hadapi', 'topan', 'mangkhut']","['hong', 'kong', 'tiongkok', 'siap', 'hadap', 'topan', 'mangkhut']"
"walaupun bukan untuk pertama kali makan beralas daun pisang tapi ini unik saja makan direstoran dengan daun pisang sebagai alas makan nya . sayang ruang makan nya semi terbuka dan tidak ada ac , sehingga untuk makan siang di musim kemarau ini agak menyiksa . rasa makanan lumayan enak , kita harus memilih sendiri menu yang kita inginkan di counter makanan nya .",positive,2,walaupun bukan pertama kali makan beralas daun pisang unik makan direstoran daun pisang alas makan nya sayang ruang makan nya semi terbuka ac makan siang musim kemarau menyiksa rasa makanan lumayan enak memilih sendiri menu inginkan counter makanan nya,"['walaupun', 'bukan', 'pertama', 'kali', 'makan', 'beralas', 'daun', 'pisang', 'unik', 'makan', 'direstoran', 'daun', 'pisang', 'alas', 'makan', 'nya', 'sayang', 'ruang', 'makan', 'nya', 'semi', 'terbuka', 'ac', 'makan', 'siang', 'musim', 'kemarau', 'menyiksa', 'rasa', 'makanan', 'lumayan', 'enak', 'memilih', 'sendiri', 'menu', 'inginkan', 'counter', 'makanan', 'nya']","['walaupun', 'bukan', 'pertama', 'kali', 'makan', 'alas', 'daun', 'pisang', 'unik', 'makan', 'restoran', 'daun', 'pisang', 'alas', 'makan', 'nya', 'sayang', 'ruang', 'makan', 'nya', 'semi', 'buka', 'ac', 'makan', 'siang', 'musim', 'kemarau', 'siksa', 'rasa', 'makan', 'lumayan', 'enak', 'pilih', 'sendiri', 'menu', 'ingin', 'counter', 'makan', 'nya']"
yang lain menunggu demo jutaan orang . sabar ya . karena presiden di atas segalanya bagi mereka . begitu itu kalau orang memuja orang .,negative,0,menunggu demo jutaan orang sabar presiden atas segalanya kalau orang memuja orang,"['menunggu', 'demo', 'jutaan', 'orang', 'sabar', 'presiden', 'atas', 'segalanya', 'kalau', 'orang', 'memuja', 'orang']","['tunggu', 'demo', 'juta', 'orang', 'sabar', 'presiden', 'atas', 'segala', 'kalau', 'orang', 'puja', 'orang']"
"pemandangan di kampung daun cukup indah dengan konsep traditional . pelayan nya pun ramah . untuk makanan cukup standar , tidak ada yang istimewa .",positive,2,pemandangan kampung daun cukup indah konsep traditional pelayan nya ramah makanan cukup standar istimewa,"['pemandangan', 'kampung', 'daun', 'cukup', 'indah', 'konsep', 'traditional', 'pelayan', 'nya', 'ramah', 'makanan', 'cukup', 'standar', 'istimewa']","['pandang', 'kampung', 'daun', 'cukup', 'indah', 'konsep', 'traditional', 'layan', 'nya', 'ramah', 'makan', 'cukup', 'standar', 'istimewa']"
"tempat minum dan makan yang enak untuk nongkrong bersama teman , pasangan , dan keluarga tercinta . harga makanan nya cukup bervariasi dengan harga menengah ke atas , rasa makan dan minum cukup enak , cocok untuk sport berfoto-foto . belum menerima kartu debit atau kredit jadi harus tunai .",positive,2,tempat minum makan enak nongkrong bersama teman pasangan keluarga tercinta harga makanan nya cukup bervariasi harga menengah atas rasa makan minum cukup enak cocok sport berfoto foto menerima kartu debit kredit jadi tunai,"['tempat', 'minum', 'makan', 'enak', 'nongkrong', 'bersama', 'teman', 'pasangan', 'keluarga', 'tercinta', 'harga', 'makanan', 'nya', 'cukup', 'bervariasi', 'harga', 'menengah', 'atas', 'rasa', 'makan', 'minum', 'cukup', 'enak', 'cocok', 'sport', 'berfoto', 'foto', 'menerima', 'kartu', 'debit', 'kredit', 'jadi', 'tunai']","['tempat', 'minum', 'makan', 'enak', 'nongkrong', 'sama', 'teman', 'pasang', 'keluarga', 'cinta', 'harga', 'makan', 'nya', 'cukup', 'variasi', 'harga', 'tengah', 'atas', 'rasa', 'makan', 'minum', 'cukup', 'enak', 'cocok', 'sport', 'foto', 'foto', 'terima', 'kartu', 'debit', 'kredit', 'jadi', 'tunai']"
"kalau lagi menginap di hotel santika , saya dan keluarga sering mampir ke bip untuk menikmati makan siang di restoran kfc . walaupun kfc bin selalu ramai oleh pengunjung terutama pada saat akhir pekan namun selalu tersedia tempat duduk di dalam restoran .",positive,2,kalau menginap hotel santika keluarga sering mampir bip menikmati makan siang restoran kfc walaupun kfc bin selalu ramai pengunjung terutama akhir pekan selalu tersedia tempat duduk restoran,"['kalau', 'menginap', 'hotel', 'santika', 'keluarga', 'sering', 'mampir', 'bip', 'menikmati', 'makan', 'siang', 'restoran', 'kfc', 'walaupun', 'kfc', 'bin', 'selalu', 'ramai', 'pengunjung', 'terutama', 'akhir', 'pekan', 'selalu', 'tersedia', 'tempat', 'duduk', 'restoran']","['kalau', 'inap', 'hotel', 'santika', 'keluarga', 'sering', 'mampir', 'bip', 'nikmat', 'makan', 'siang', 'restoran', 'kfc', 'walaupun', 'kfc', 'bin', 'selalu', 'ramai', 'unjung', 'utama', 'akhir', 'pekan', 'selalu', 'sedia', 'tempat', 'duduk', 'restoran']"
"ulama sering terdengar di aniaya ya , tapi kalau biksu dan pendeta kok belum pernah kedengaran ya ? padahal ini negara islam , tapi malah ulama yang kena .",negative,0,ulama sering terdengar aniaya kalau biksu pendeta kok pernah kedengaran padahal negara islam malah ulama kena,"['ulama', 'sering', 'terdengar', 'aniaya', 'kalau', 'biksu', 'pendeta', 'kok', 'pernah', 'kedengaran', 'padahal', 'negara', 'islam', 'malah', 'ulama', 'kena']","['ulama', 'sering', 'dengar', 'aniaya', 'kalau', 'biksu', 'pendeta', 'kok', 'pernah', 'dengar', 'padahal', 'negara', 'islam', 'malah', 'ulama', 'kena']"
"itu kenapa saya percaya , karena bisa menjaga agar tidak terpecah belah , keren banget",positive,2,percaya menjaga terpecah belah keren banget,"['percaya', 'menjaga', 'terpecah', 'belah', 'keren', 'banget']","['percaya', 'jaga', 'pecah', 'belah', 'keren', 'banget']"
kata nya si jika dipilih bakal memberantaskan korupsi di indonesia . ini malah korupsi . dasar say .,negative,0,kata nya si dipilih bakal memberantaskan korupsi indonesia malah korupsi dasar say,"['kata', 'nya', 'si', 'dipilih', 'bakal', 'memberantaskan', 'korupsi', 'indonesia', 'malah', 'korupsi', 'dasar', 'say']","['kata', 'nya', 'si', 'pilih', 'bakal', 'berantas', 'korupsi', 'indonesia', 'malah', 'korupsi', 'dasar', 'say']"
dari segi rasa tidak jauh berbeda dengan batagor sejenis lainnya . mungkin karena sudah punya nama yang cukup terkenal jadi harga nya pun ikut menyesuaikan walaupun porsi nya tidak ikut menyesuaikan . buat kami mungkin bukan jadi pilihan utama untuk makan di sini .,negative,0,segi rasa jauh berbeda batagor sejenis lainnya mungkin punya nama cukup terkenal jadi harga nya ikut menyesuaikan walaupun porsi nya ikut menyesuaikan buat mungkin bukan jadi pilihan utama makan sini,"['segi', 'rasa', 'jauh', 'berbeda', 'batagor', 'sejenis', 'lainnya', 'mungkin', 'punya', 'nama', 'cukup', 'terkenal', 'jadi', 'harga', 'nya', 'ikut', 'menyesuaikan', 'walaupun', 'porsi', 'nya', 'ikut', 'menyesuaikan', 'buat', 'mungkin', 'bukan', 'jadi', 'pilihan', 'utama', 'makan', 'sini']","['segi', 'rasa', 'jauh', 'beda', 'batagor', 'jenis', 'lain', 'mungkin', 'punya', 'nama', 'cukup', 'kenal', 'jadi', 'harga', 'nya', 'ikut', 'sesuai', 'walaupun', 'porsi', 'nya', 'ikut', 'sesuai', 'buat', 'mungkin', 'bukan', 'jadi', 'pilih', 'utama', 'makan', 'sini']"
"habis berenang , kita makan ke sini . interior nya ala oriental begitu . ada yang di luar juga , tapi pemandangan nya hanya ke arah kolam dan rumah penduduk . tom yum noodle nya tidak rekomendasi , udang dan bakso ikan nya kurang segar , jadi agak amis begitu .",positive,2,habis berenang makan sini interior nya ala oriental luar pemandangan nya arah kolam rumah penduduk tom yum noodle nya rekomendasi udang bakso ikan nya kurang segar jadi amis,"['habis', 'berenang', 'makan', 'sini', 'interior', 'nya', 'ala', 'oriental', 'luar', 'pemandangan', 'nya', 'arah', 'kolam', 'rumah', 'penduduk', 'tom', 'yum', 'noodle', 'nya', 'rekomendasi', 'udang', 'bakso', 'ikan', 'nya', 'kurang', 'segar', 'jadi', 'amis']","['habis', 'renang', 'makan', 'sini', 'interior', 'nya', 'ala', 'oriental', 'luar', 'pandang', 'nya', 'arah', 'kolam', 'rumah', 'duduk', 'tom', 'yum', 'noodle', 'nya', 'rekomendasi', 'udang', 'bakso', 'ikan', 'nya', 'kurang', 'segar', 'jadi', 'amis']"
"pertama kali saat saya ke sini bersama teman-teman , saya pikir ini adalah tempat wisata tapi ternyata tempat makan . secara keseluruhan baik semuanya bagus . pemandangan nya indah , makanan nya enak dan akses strategis",positive,2,pertama kali sini bersama teman teman pikir tempat wisata ternyata tempat makan keseluruhan baik semuanya bagus pemandangan nya indah makanan nya enak akses strategis,"['pertama', 'kali', 'sini', 'bersama', 'teman', 'teman', 'pikir', 'tempat', 'wisata', 'ternyata', 'tempat', 'makan', 'keseluruhan', 'baik', 'semuanya', 'bagus', 'pemandangan', 'nya', 'indah', 'makanan', 'nya', 'enak', 'akses', 'strategis']","['pertama', 'kali', 'sini', 'sama', 'teman', 'teman', 'pikir', 'tempat', 'wisata', 'nyata', 'tempat', 'makan', 'seluruh', 'baik', 'semua', 'bagus', 'pandang', 'nya', 'indah', 'makan', 'nya', 'enak', 'akses', 'strategis']"
tidak marah,positive,2,marah,['marah'],['marah']
"makan di sini sangat menyenangkan . kualitas makan nya oke banget sehingga harga yang mahal tidaklah merugikan buat saya . suasana resto ini juga oke , terlebih beberapa area dan tempat duduk oke sebagai latar untuk berfoto .",positive,2,makan sini sangat menyenangkan kualitas makan nya oke banget harga mahal tidaklah merugikan buat suasana resto oke terlebih beberapa area tempat duduk oke latar berfoto,"['makan', 'sini', 'sangat', 'menyenangkan', 'kualitas', 'makan', 'nya', 'oke', 'banget', 'harga', 'mahal', 'tidaklah', 'merugikan', 'buat', 'suasana', 'resto', 'oke', 'terlebih', 'beberapa', 'area', 'tempat', 'duduk', 'oke', 'latar', 'berfoto']","['makan', 'sini', 'sangat', 'senang', 'kualitas', 'makan', 'nya', 'oke', 'banget', 'harga', 'mahal', 'tidak', 'rugi', 'buat', 'suasana', 'resto', 'oke', 'lebih', 'beberapa', 'area', 'tempat', 'duduk', 'oke', 'latar', 'foto']"
"data lengkap , jangan percaya kpk ini bohong . kasus ini di audit 10 tahun lalu dan sudah lengkap . karena habis itu ada audit aliran dana dengan tujuan khusus . kalau mau kan minta audit lagi . sudahlah . kasus century itu skandal melindungi elit tertentu .",negative,0,data lengkap jangan percaya kpk bohong kasus audit 10 tahun lalu lengkap habis audit aliran dana tujuan khusus kalau mau kan minta audit sudahlah kasus century skandal melindungi elit tertentu,"['data', 'lengkap', 'jangan', 'percaya', 'kpk', 'bohong', 'kasus', 'audit', '10', 'tahun', 'lalu', 'lengkap', 'habis', 'audit', 'aliran', 'dana', 'tujuan', 'khusus', 'kalau', 'mau', 'kan', 'minta', 'audit', 'sudahlah', 'kasus', 'century', 'skandal', 'melindungi', 'elit', 'tertentu']","['data', 'lengkap', 'jangan', 'percaya', 'kpk', 'bohong', 'kasus', 'audit', '10', 'tahun', 'lalu', 'lengkap', 'habis', 'audit', 'alir', 'dana', 'tuju', 'khusus', 'kalau', 'mau', 'kan', 'minta', 'audit', 'sudah', 'kasus', 'century', 'skandal', 'lindung', 'elit', 'tentu']"
"bubur ayam yang khas di selatan bandung . sudah lama sejak dari zaman baheula patut dicoba . rasanya enak . tempat nya kecil , tidak menonjol , sering terlewat . selain bubur ayam , ada juga makanan lainnya .",positive,2,bubur ayam khas selatan bandung lama sejak zaman baheula patut dicoba rasanya enak tempat nya kecil menonjol sering terlewat bubur ayam makanan lainnya,"['bubur', 'ayam', 'khas', 'selatan', 'bandung', 'lama', 'sejak', 'zaman', 'baheula', 'patut', 'dicoba', 'rasanya', 'enak', 'tempat', 'nya', 'kecil', 'menonjol', 'sering', 'terlewat', 'bubur', 'ayam', 'makanan', 'lainnya']","['bubur', 'ayam', 'khas', 'selatan', 'bandung', 'lama', 'sejak', 'zaman', 'baheula', 'patut', 'coba', 'rasa', 'enak', 'tempat', 'nya', 'kecil', 'tonjol', 'sering', 'lewat', 'bubur', 'ayam', 'makan', 'lain']"
resto selalu ramai apalagi saat malam minggu . dekat nya unik dan antik karena dipenuhi tema bujangan . menu juga kreatif dan inovatif terutama dengan nama-nama yang khas .,positive,2,resto selalu ramai malam minggu dekat nya unik antik dipenuhi tema bujangan menu kreatif inovatif terutama nama nama khas,"['resto', 'selalu', 'ramai', 'malam', 'minggu', 'dekat', 'nya', 'unik', 'antik', 'dipenuhi', 'tema', 'bujangan', 'menu', 'kreatif', 'inovatif', 'terutama', 'nama', 'nama', 'khas']","['resto', 'selalu', 'ramai', 'malam', 'minggu', 'dekat', 'nya', 'unik', 'antik', 'penuh', 'tema', 'bujang', 'menu', 'kreatif', 'inovatif', 'utama', 'nama', 'nama', 'khas']"
kami ke sana jam 8 malam pada hari kamis malam dan restoran penuh sekali sehingga pelayanan kurang memuaskan . lama dan terkesan terburu buru . pro : 1 . lighting untuk restoran ini bagus . bagus untuk di photo 2 . harga tidak begitu mahal . ada makanan utama dengan harga ide 40.000 dan pasta seharga ide 50 ribu an . steak tentu saja lebih mahal cons : 1 .,positive,2,sana jam 8 malam hari kamis malam restoran penuh sekali pelayanan kurang memuaskan lama terkesan terburu buru pro 1 lighting restoran bagus bagus photo 2 harga mahal makanan utama harga ide 40 00 pasta seharga ide 50 ribu an steak lebih mahal cons 1,"['sana', 'jam', '8', 'malam', 'hari', 'kamis', 'malam', 'restoran', 'penuh', 'sekali', 'pelayanan', 'kurang', 'memuaskan', 'lama', 'terkesan', 'terburu', 'buru', 'pro', '1', 'lighting', 'restoran', 'bagus', 'bagus', 'photo', '2', 'harga', 'mahal', 'makanan', 'utama', 'harga', 'ide', '40', '00', 'pasta', 'seharga', 'ide', '50', 'ribu', 'an', 'steak', 'lebih', 'mahal', 'cons', '1']","['sana', 'jam', '8', 'malam', 'hari', 'kamis', 'malam', 'restoran', 'penuh', 'sekali', 'layan', 'kurang', 'muas', 'lama', 'kes', 'buru', 'buru', 'pro', '1', 'lighting', 'restoran', 'bagus', 'bagus', 'photo', '2', 'harga', 'mahal', 'makan', 'utama', 'harga', 'ide', '40', '00', 'pasta', 'harga', 'ide', '50', 'ribu', 'an', 'steak', 'lebih', 'mahal', 'cons', '1']"
"pertama kali saya ke sini bersama keluarga , perjalanan cukup jauh masuk ke dalam tetapi penginapan cukup bagus hanya saja banyak nyamuk",positive,2,pertama kali sini bersama keluarga perjalanan cukup jauh masuk penginapan cukup bagus banyak nyamuk,"['pertama', 'kali', 'sini', 'bersama', 'keluarga', 'perjalanan', 'cukup', 'jauh', 'masuk', 'penginapan', 'cukup', 'bagus', 'banyak', 'nyamuk']","['pertama', 'kali', 'sini', 'sama', 'keluarga', 'jalan', 'cukup', 'jauh', 'masuk', 'inap', 'cukup', 'bagus', 'banyak', 'nyamuk']"
bebek garing nya enak . digoreng kering tanpa tepung . tidak ada bau amis bebek sama sekali . apalagi dimakan sama sambal matah . saya pilih dimakan dengan nasi merah . enak banget . harga nya lumayan mahal . namun sebanding dengan rasanya .,positive,2,bebek garing nya enak digoreng kering tepung bau amis bebek sama sekali dimakan sama sambal matah pilih dimakan nasi merah enak banget harga nya lumayan mahal sebanding rasanya,"['bebek', 'garing', 'nya', 'enak', 'digoreng', 'kering', 'tepung', 'bau', 'amis', 'bebek', 'sama', 'sekali', 'dimakan', 'sama', 'sambal', 'matah', 'pilih', 'dimakan', 'nasi', 'merah', 'enak', 'banget', 'harga', 'nya', 'lumayan', 'mahal', 'sebanding', 'rasanya']","['bebek', 'garing', 'nya', 'enak', 'goreng', 'kering', 'tepung', 'bau', 'amis', 'bebek', 'sama', 'sekali', 'makan', 'sama', 'sambal', 'matah', 'pilih', 'makan', 'nasi', 'merah', 'enak', 'banget', 'harga', 'nya', 'lumayan', 'mahal', 'banding', 'rasa']"
kalau anda kelaparan dan malam malam ingin cari makanan di sini tempat nya . dan ada di depan bin harga nya murah 10 ribu - 15 ribu per porsi,positive,2,kalau kelaparan malam malam cari makanan sini tempat nya depan bin harga nya murah 10 ribu 15 ribu per porsi,"['kalau', 'kelaparan', 'malam', 'malam', 'cari', 'makanan', 'sini', 'tempat', 'nya', 'depan', 'bin', 'harga', 'nya', 'murah', '10', 'ribu', '15', 'ribu', 'per', 'porsi']","['kalau', 'lapar', 'malam', 'malam', 'cari', 'makan', 'sini', 'tempat', 'nya', 'depan', 'bin', 'harga', 'nya', 'murah', '10', 'ribu', '15', 'ribu', 'per', 'porsi']"
"tempat nya bagus dan romantis . tapi karena saya makan bersama keluarga dan anak-anak jadi was-was karena kami duduk di lokasi yang paling atas dan harus banyak menaiki anak tangga . makanan khas sunda , cukup enak tapi harga nya mahal .",positive,2,tempat nya bagus romantis makan bersama keluarga anak anak jadi was was duduk lokasi paling atas banyak menaiki anak tangga makanan khas sunda cukup enak harga nya mahal,"['tempat', 'nya', 'bagus', 'romantis', 'makan', 'bersama', 'keluarga', 'anak', 'anak', 'jadi', 'was', 'was', 'duduk', 'lokasi', 'paling', 'atas', 'banyak', 'menaiki', 'anak', 'tangga', 'makanan', 'khas', 'sunda', 'cukup', 'enak', 'harga', 'nya', 'mahal']","['tempat', 'nya', 'bagus', 'romantis', 'makan', 'sama', 'keluarga', 'anak', 'anak', 'jadi', 'was', 'was', 'duduk', 'lokasi', 'paling', 'atas', 'banyak', 'naik', 'anak', 'tangga', 'makan', 'khas', 'sunda', 'cukup', 'enak', 'harga', 'nya', 'mahal']"
"restoran franchise ini banyak ditemukan di bandung dan sekitar nya , namun saya merasa makanan dan suasana restoan ini tidak sesuai dengan harapan saya . dari spanduk yang dipasang sepertinya restoran ini menawarkan makanan sunda yang nikmat , namun ketika kami datang kami menyadari bahwa harga makanan terlalu mahal untuk restoran seperti ini . porsi makanan relatif sedikit dan rasanya pun tidak terlalu menarik .",negative,0,restoran franchise banyak ditemukan bandung nya merasa makanan suasana restoan sesuai harapan spanduk dipasang sepertinya restoran menawarkan makanan sunda nikmat datang menyadari harga makanan terlalu mahal restoran porsi makanan relatif sedikit rasanya terlalu menarik,"['restoran', 'franchise', 'banyak', 'ditemukan', 'bandung', 'nya', 'merasa', 'makanan', 'suasana', 'restoan', 'sesuai', 'harapan', 'spanduk', 'dipasang', 'sepertinya', 'restoran', 'menawarkan', 'makanan', 'sunda', 'nikmat', 'datang', 'menyadari', 'harga', 'makanan', 'terlalu', 'mahal', 'restoran', 'porsi', 'makanan', 'relatif', 'sedikit', 'rasanya', 'terlalu', 'menarik']","['restoran', 'franchise', 'banyak', 'temu', 'bandung', 'nya', 'rasa', 'makan', 'suasana', 'restoan', 'sesuai', 'harap', 'spanduk', 'pasang', 'seperti', 'restoran', 'tawar', 'makan', 'sunda', 'nikmat', 'datang', 'sadar', 'harga', 'makan', 'terlalu', 'mahal', 'restoran', 'porsi', 'makan', 'relatif', 'sedikit', 'rasa', 'terlalu', 'tarik']"
"tangkap si fadli zonk si bangsat munafik , pecat dari dpr",negative,0,tangkap si fadli zonk si bangsat munafik pecat dpr,"['tangkap', 'si', 'fadli', 'zonk', 'si', 'bangsat', 'munafik', 'pecat', 'dpr']","['tangkap', 'si', 'fadli', 'zonk', 'si', 'bangsat', 'munafik', 'pecat', 'dpr']"
hasil poling netizen 70 % orang ini pembohong . apakah kalian masih mau percaya ?,negative,0,hasil poling netizen 70 orang pembohong kalian mau percaya,"['hasil', 'poling', 'netizen', '70', 'orang', 'pembohong', 'kalian', 'mau', 'percaya']","['hasil', 'poling', 'netizen', '70', 'orang', 'bohong', 'kalian', 'mau', 'percaya']"
kotor,negative,0,kotor,['kotor'],['kotor']
"makan di sini seakan terlempar ke masa lalu , penyajian nya menggunakan piring dan gelas kaleng , makanan nya lumayan enak-enak , harga terjangkau",positive,2,makan sini seakan terlempar masa lalu penyajian nya menggunakan piring gelas kaleng makanan nya lumayan enak enak harga terjangkau,"['makan', 'sini', 'seakan', 'terlempar', 'masa', 'lalu', 'penyajian', 'nya', 'menggunakan', 'piring', 'gelas', 'kaleng', 'makanan', 'nya', 'lumayan', 'enak', 'enak', 'harga', 'terjangkau']","['makan', 'sini', 'akan', 'lempar', 'masa', 'lalu', 'saji', 'nya', 'guna', 'piring', 'gelas', 'kaleng', 'makan', 'nya', 'lumayan', 'enak', 'enak', 'harga', 'jangkau']"
"tempat yang asri sekali , makanan nya enak untuk suasana dingin-dingin . makanan tradisional dengan harga yang murah dan rasa yang enak . tidak dapat ditemukan di jakarta . benar-benar tempat berlibur yang mengasikkan . lepaskan segala penat dan stres",positive,2,tempat asri sekali makanan nya enak suasana dingin dingin makanan tradisional harga murah rasa enak ditemukan jakarta benar benar tempat berlibur mengasikkan lepaskan segala penat stres,"['tempat', 'asri', 'sekali', 'makanan', 'nya', 'enak', 'suasana', 'dingin', 'dingin', 'makanan', 'tradisional', 'harga', 'murah', 'rasa', 'enak', 'ditemukan', 'jakarta', 'benar', 'benar', 'tempat', 'berlibur', 'mengasikkan', 'lepaskan', 'segala', 'penat', 'stres']","['tempat', 'asri', 'sekali', 'makan', 'nya', 'enak', 'suasana', 'dingin', 'dingin', 'makan', 'tradisional', 'harga', 'murah', 'rasa', 'enak', 'temu', 'jakarta', 'benar', 'benar', 'tempat', 'libur', 'mengasikkan', 'lepas', 'segala', 'penat', 'stres']"
"restoran ini terletak di sekitar karang setra . restoran ini menghidangkan menu non halal , 80 % hidangan di tempat ini adalah pork ! rasanya mantap dan pas",positive,2,restoran terletak karang setra restoran menghidangkan menu non halal 80 hidangan tempat pork rasanya mantap pas,"['restoran', 'terletak', 'karang', 'setra', 'restoran', 'menghidangkan', 'menu', 'non', 'halal', '80', 'hidangan', 'tempat', 'pork', 'rasanya', 'mantap', 'pas']","['restoran', 'letak', 'karang', 'setra', 'restoran', 'hidang', 'menu', 'non', 'halal', '80', 'hidang', 'tempat', 'pork', 'rasa', 'mantap', 'pas']"
"tempat ini merupakan gabungan antara galery dan kafe . panorama di sekitar lokasi cukup menawan dan ditambah dengan udara yang nyaman , menjadikan kunjungan ke lokasi ini cukup berarti . jalan menuju lokasi cukup jadi tantangan juga karena jalan nya sempit dan menanjak . menu yang disediakan di kafe tidak terlalu bervariasi dan rasanya standar saja dan sepertinya makanan sudah dimasak lebih dulu . tapi saya pribadi tidak masalah dengan itu karena sudah suka dengan kelebihan nya yang dimiliki .",positive,2,tempat merupakan gabungan galery kafe panorama lokasi cukup menawan ditambah udara nyaman menjadikan kunjungan lokasi cukup berarti jalan menuju lokasi cukup jadi tantangan jalan nya sempit menanjak menu disediakan kafe terlalu bervariasi rasanya standar sepertinya makanan dimasak lebih dulu pribadi masalah suka kelebihan nya dimiliki,"['tempat', 'merupakan', 'gabungan', 'galery', 'kafe', 'panorama', 'lokasi', 'cukup', 'menawan', 'ditambah', 'udara', 'nyaman', 'menjadikan', 'kunjungan', 'lokasi', 'cukup', 'berarti', 'jalan', 'menuju', 'lokasi', 'cukup', 'jadi', 'tantangan', 'jalan', 'nya', 'sempit', 'menanjak', 'menu', 'disediakan', 'kafe', 'terlalu', 'bervariasi', 'rasanya', 'standar', 'sepertinya', 'makanan', 'dimasak', 'lebih', 'dulu', 'pribadi', 'masalah', 'suka', 'kelebihan', 'nya', 'dimiliki']","['tempat', 'rupa', 'gabung', 'galery', 'kafe', 'panorama', 'lokasi', 'cukup', 'tawan', 'tambah', 'udara', 'nyaman', 'jadi', 'kunjung', 'lokasi', 'cukup', 'arti', 'jalan', 'tuju', 'lokasi', 'cukup', 'jadi', 'tantang', 'jalan', 'nya', 'sempit', 'tanjak', 'menu', 'sedia', 'kafe', 'terlalu', 'variasi', 'rasa', 'standar', 'seperti', 'makan', 'masak', 'lebih', 'dulu', 'pribadi', 'masalah', 'suka', 'lebih', 'nya', 'milik']"
"pertama kali makan di sini , suasana nya sepi , mungkin sedikit kalah saing dengan restoran lain . restoran daun pisang memang tergolong yang lama berdiri di bandung . pelayanan cepat , walaupun tumis kangkung saya tidak jadi dipesan karena tidak datang kayak nya lupa . tetapi makanan lain datang dengan cepat dan rasanya enak . pegawai nya ramah . untuk harga terjangkau . top kok .",positive,2,pertama kali makan sini suasana nya sepi mungkin sedikit kalah saing restoran restoran daun pisang memang tergolong lama berdiri bandung pelayanan cepat walaupun tumis kangkung jadi dipesan datang kayak nya lupa makanan datang cepat rasanya enak pegawai nya ramah harga terjangkau top kok,"['pertama', 'kali', 'makan', 'sini', 'suasana', 'nya', 'sepi', 'mungkin', 'sedikit', 'kalah', 'saing', 'restoran', 'restoran', 'daun', 'pisang', 'memang', 'tergolong', 'lama', 'berdiri', 'bandung', 'pelayanan', 'cepat', 'walaupun', 'tumis', 'kangkung', 'jadi', 'dipesan', 'datang', 'kayak', 'nya', 'lupa', 'makanan', 'datang', 'cepat', 'rasanya', 'enak', 'pegawai', 'nya', 'ramah', 'harga', 'terjangkau', 'top', 'kok']","['pertama', 'kali', 'makan', 'sini', 'suasana', 'nya', 'sepi', 'mungkin', 'sedikit', 'kalah', 'saing', 'restoran', 'restoran', 'daun', 'pisang', 'memang', 'golong', 'lama', 'diri', 'bandung', 'layan', 'cepat', 'walaupun', 'tumis', 'kangkung', 'jadi', 'pes', 'datang', 'kayak', 'nya', 'lupa', 'makan', 'datang', 'cepat', 'rasa', 'enak', 'pegawai', 'nya', 'ramah', 'harga', 'jangkau', 'top', 'kok']"
gembira,positive,2,gembira,['gembira'],['gembira']
"saya datang ke restoran ini karena rekomendasi dari adik saya . setelah melihat sekilas akun instagram restoran ini izakaya , maka saya dan keluarga pun datang berkunjung . kami memesan paket shabu-shabu dan nasi kari . rasanya cukup enak , nasi kari nya berbeda dengan nasi kari jepang yang pernah saya coba di beberapa restoran lain , bau nya agak lebih tajam tapi enak .",positive,2,datang restoran rekomendasi adik melihat sekilas akun instagram restoran izakaya keluarga datang berkunjung memesan paket shabu shabu nasi kari rasanya cukup enak nasi kari nya berbeda nasi kari jepang pernah coba beberapa restoran bau nya lebih tajam enak,"['datang', 'restoran', 'rekomendasi', 'adik', 'melihat', 'sekilas', 'akun', 'instagram', 'restoran', 'izakaya', 'keluarga', 'datang', 'berkunjung', 'memesan', 'paket', 'shabu', 'shabu', 'nasi', 'kari', 'rasanya', 'cukup', 'enak', 'nasi', 'kari', 'nya', 'berbeda', 'nasi', 'kari', 'jepang', 'pernah', 'coba', 'beberapa', 'restoran', 'bau', 'nya', 'lebih', 'tajam', 'enak']","['datang', 'restoran', 'rekomendasi', 'adik', 'lihat', 'kilas', 'akun', 'instagram', 'restoran', 'izakaya', 'keluarga', 'datang', 'kunjung', 'mes', 'paket', 'shabu', 'shabu', 'nasi', 'kari', 'rasa', 'cukup', 'enak', 'nasi', 'kari', 'nya', 'beda', 'nasi', 'kari', 'jepang', 'pernah', 'coba', 'beberapa', 'restoran', 'bau', 'nya', 'lebih', 'tajam', 'enak']"
pengiriman jne memang terbaik cepat sampai nya,positive,2,pengiriman jne memang terbaik cepat nya,"['pengiriman', 'jne', 'memang', 'terbaik', 'cepat', 'nya']","['kirim', 'jne', 'memang', 'baik', 'cepat', 'nya']"
